ax_axis,ay_axis,az_axis,magn_z,time,x_axis,y_axis,z_axis,user,activity_type,number_of_repeats
0,0,0,0,1533700000000.0,-3,-2,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,-3,-2,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,-1,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,-1,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,3,-2,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,3,-2,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-2,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,0,0,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,0,0,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,-1,-2,1,andreysv,pause,0
0,0,0,0,1533700000000.0,3,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,3,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,4,-3,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,4,-3,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-3,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,0,-2,-3,andreysv,pause,0
0,0,0,0,1533700000000.0,0,-2,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,0,-2,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,0,0,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,0,0,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,0,0,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,-1,0,0,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,-1,0,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,-1,0,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,-2,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,3,-1,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,3,-1,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,3,-1,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,6,-1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,6,-1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,6,2,1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,4,1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,4,1,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,4,2,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,4,2,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,5,1,andreysv,pause,0
0,0,0,0,1533700000000.0,-3,5,1,andreysv,pause,0
0,0,0,0,1533700000000.0,-3,5,1,andreysv,pause,0
0,0,0,0,1533700000000.0,5,6,0,andreysv,pause,0
0,0,0,0,1533700000000.0,0,4,0,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,3,1,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,3,1,andreysv,pause,0
0,0,0,0,1533700000000.0,0,1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,0,1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-1,0,andreysv,pause,0
0,0,0,0,1533700000000.0,2,0,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,0,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,-1,-4,0,andreysv,pause,0
0,0,0,0,1533700000000.0,-1,-3,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-2,-3,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-2,-3,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-2,-4,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-2,-4,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-2,-4,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-2,-4,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-2,-4,andreysv,pause,0
0,0,0,0,1533700000000.0,3,3,0,andreysv,pause,0
0,0,0,0,1533700000000.0,4,1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,1,0,andreysv,pause,0
0,0,0,0,1533700000000.0,1,1,0,andreysv,pause,0
0,0,0,0,1533700000000.0,0,2,0,andreysv,pause,0
0,0,0,0,1533700000000.0,0,2,0,andreysv,pause,0
0,0,0,0,1533700000000.0,-1,1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,-1,0,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,-4,1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,-8,2,5,andreysv,pause,0
0,0,0,0,1533700000000.0,-8,2,5,andreysv,pause,0
0,0,0,0,1533700000000.0,-5,4,6,andreysv,pause,0
0,0,0,0,1533700000000.0,-5,4,6,andreysv,pause,0
0,0,0,0,1533700000000.0,-4,5,5,andreysv,pause,0
0,0,0,0,1533700000000.0,-5,3,1,andreysv,pause,0
0,0,0,0,1533700000000.0,-5,3,1,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,2,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,4,-4,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,4,-2,5,andreysv,pause,0
0,0,0,0,1533700000000.0,4,-2,5,andreysv,pause,0
0,0,0,0,1533700000000.0,3,-6,7,andreysv,pause,0
0,0,0,0,1533700000000.0,3,-6,7,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-6,5,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,-3,9,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,-3,9,andreysv,pause,0
0,0,0,0,1533700000000.0,0,-1,6,andreysv,pause,0
0,0,0,0,1533700000000.0,0,-1,6,andreysv,pause,0
0,0,0,0,1533700000000.0,3,1,3,andreysv,pause,0
0,0,0,0,1533700000000.0,15,2,1,andreysv,pause,0
0,0,0,0,1533700000000.0,15,2,1,andreysv,pause,0
0,0,0,0,1533700000000.0,9,0,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,9,0,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,10,-3,0,andreysv,pause,0
0,0,0,0,1533700000000.0,11,0,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,6,4,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,6,4,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,5,2,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,5,2,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,8,12,3,andreysv,pause,0
0,0,0,0,1533700000000.0,8,12,3,andreysv,pause,0
0,0,0,0,1533700000000.0,6,4,1,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,0,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,0,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,-5,2,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,-5,2,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,-4,1,-4,andreysv,pause,0
0,0,0,0,1533700000000.0,-4,1,-4,andreysv,pause,0
0,0,0,0,1533700000000.0,-7,0,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,-7,0,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,-12,-3,-3,andreysv,pause,0
0,0,0,0,1533700000000.0,-11,-4,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,-11,-4,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,-7,-4,0,andreysv,pause,0
0,0,0,0,1533700000000.0,-7,-4,0,andreysv,pause,0
0,0,0,0,1533700000000.0,-4,-3,1,andreysv,pause,0
0,0,0,0,1533700000000.0,-4,-1,2,andreysv,pause,0
0,0,0,0,1533700000000.0,-4,-1,2,andreysv,pause,0
0,0,0,0,1533700000000.0,-1,0,0,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,0,0,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,1,2,andreysv,pause,0
0,0,0,0,1533700000000.0,-2,1,2,andreysv,pause,0
0,0,0,0,1533700000000.0,-10,0,2,andreysv,pause,0
0,0,0,0,1533700000000.0,-10,0,2,andreysv,pause,0
0,0,0,0,1533700000000.0,-7,4,6,andreysv,pause,0
0,0,0,0,1533700000000.0,-5,9,7,andreysv,pause,0
0,0,0,0,1533700000000.0,-5,9,7,andreysv,pause,0
0,0,0,0,1533700000000.0,-12,14,4,andreysv,pause,0
0,0,0,0,1533700000000.0,-12,14,4,andreysv,pause,0
0,0,0,0,1533700000000.0,-11,21,4,andreysv,pause,0
0,0,0,0,1533700000000.0,-13,24,3,andreysv,pause,0
0,0,0,0,1533700000000.0,-13,24,3,andreysv,pause,0
0,0,0,0,1533700000000.0,4,36,10,andreysv,pause,0
0,0,0,0,1533700000000.0,4,36,10,andreysv,pause,0
0,0,0,0,1533700000000.0,-7,37,15,andreysv,pause,0
0,0,0,0,1533700000000.0,-25,27,14,andreysv,pause,0
0,0,0,0,1533700000000.0,-25,27,14,andreysv,pause,0
0,0,0,0,1533700000000.0,-28,30,16,andreysv,pause,0
0,0,0,0,1533700000000.0,-33,25,18,andreysv,pause,0
0,0,-1,0,1533700000000.0,-32,24,21,andreysv,pause,0
0,0,0,0,1533700000000.0,-32,24,21,andreysv,pause,0
0,0,0,0,1533700000000.0,-33,35,35,andreysv,pause,0
0,0,-1,0,1533700000000.0,-33,35,35,andreysv,pause,0
0,0,-1,0,1533700000000.0,-24,41,35,andreysv,pause,0
0,0,0,0,1533700000000.0,-36,43,28,andreysv,pause,0
0,0,-1,0,1533700000000.0,-36,43,28,andreysv,pause,0
0,0,0,0,1533700000000.0,-13,47,24,andreysv,pause,0
-1,0,0,0,1533700000000.0,-13,47,24,andreysv,pause,0
-1,0,0,0,1533700000000.0,4,39,25,andreysv,pause,0
-1,0,0,0,1533700000000.0,4,15,25,andreysv,pause,0
-1,0,0,0,1533700000000.0,4,15,25,andreysv,pause,0
-1,0,0,0,1533700000000.0,0,5,23,andreysv,pause,0
-1,0,1,0,1533700000000.0,0,5,23,andreysv,pause,0
-1,-1,0,0,1533700000000.0,6,5,23,andreysv,pause,0
-1,0,0,0,1533700000000.0,16,5,16,andreysv,pause,0
-1,0,1,0,1533700000000.0,23,8,15,andreysv,pause,0
-2,0,1,0,1533700000000.0,23,8,15,andreysv,pause,0
-2,0,1,0,1533700000000.0,-3,-19,26,andreysv,pause,0
-2,0,0,0,1533700000000.0,37,-28,43,andreysv,pause,0
-2,0,1,0,1533700000000.0,37,-28,43,andreysv,pause,0
-2,0,1,0,1533700000000.0,71,-36,73,andreysv,pause,0
-2,0,1,0,1533700000000.0,71,-36,73,andreysv,pause,0
-2,0,2,0,1533700000000.0,73,-23,89,andreysv,pause,0
-2,0,2,0,1533700000000.0,73,-3,88,andreysv,pause,0
-2,1,3,0,1533700000000.0,73,-3,88,andreysv,pause,0
-2,1,2,0,1533700000000.0,44,-3,79,andreysv,pause,0
-2,1,2,0,1533700000000.0,44,-3,79,andreysv,pause,0
-2,2,2,0,1533700000000.0,46,-14,66,andreysv,pause,0
-2,1,2,0,1533700000000.0,12,-20,48,andreysv,pause,0
-2,1,1,0,1533700000000.0,12,-20,48,andreysv,pause,0
-1,1,1,0,1533700000000.0,28,-10,28,andreysv,pause,0
-1,1,1,0,1533700000000.0,28,-10,28,andreysv,pause,0
0,2,1,0,1533700000000.0,5,-6,10,andreysv,pause,0
1,2,1,0,1533700000000.0,19,-1,1,andreysv,pause,0
0,0,1,0,1533700000000.0,19,-1,1,andreysv,pause,0
-1,1,1,0,1533700000000.0,31,17,25,andreysv,pause,0
0,1,0,0,1533700000000.0,5,28,21,andreysv,pause,0
0,1,0,0,1533700000000.0,11,35,21,andreysv,pause,0
0,1,-1,0,1533700000000.0,11,35,21,andreysv,pause,0
0,1,-1,0,1533700000000.0,17,41,31,andreysv,pause,0
0,1,-1,0,1533700000000.0,17,41,31,andreysv,pause,0
0,2,-1,0,1533700000000.0,21,36,11,andreysv,pause,0
0,1,-2,0,1533700000000.0,35,18,-6,andreysv,pause,0
-2,1,-1,0,1533700000000.0,35,18,-6,andreysv,pause,0
-2,0,-1,0,1533700000000.0,35,-4,20,andreysv,pause,0
-2,1,-1,0,1533700000000.0,35,-4,20,andreysv,pause,0
-2,1,0,0,1533700000000.0,17,-18,27,andreysv,pause,0
-2,1,0,0,1533700000000.0,47,-25,28,andreysv,pause,0
-2,1,1,0,1533700000000.0,47,-25,28,andreysv,pause,0
-1,1,1,0,1533700000000.0,9,-27,15,andreysv,pause,0
-1,1,1,0,1533700000000.0,9,-27,15,andreysv,pause,0
0,1,1,0,1533700000000.0,49,-5,0,andreysv,pause,0
1,2,1,0,1533700000000.0,-40,-37,23,andreysv,pause,0
0,2,1,0,1533700000000.0,-40,-37,23,andreysv,pause,0
0,0,0,0,1533700000000.0,-96,-21,60,andreysv,pause,0
0,3,1,0,1533700000000.0,-36,24,6,andreysv,pause,0
1,-2,2,0,1533700000000.0,-126,-22,-7,andreysv,pause,0
0,-1,0,0,1533700000000.0,-126,-22,-7,andreysv,pause,0
0,0,0,0,1533700000000.0,0,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-5,-7,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-6,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-6,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-6,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-6,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,0,-5,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-3,-4,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-3,-4,andreysv,pause,0
0,0,0,0,1533700000000.0,-1,-3,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,-1,-3,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,0,-2,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-1,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-1,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,0,-2,-3,andreysv,pause,0
0,0,0,0,1533700000000.0,0,-2,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-2,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-2,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-2,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-2,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-2,-2,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-2,0,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-2,0,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-1,-1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,1,0,andreysv,pause,0
0,0,0,0,1533700000000.0,2,1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,1,0,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-2,1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-3,1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,2,-1,1,andreysv,pause,0
0,0,0,0,1533700000000.0,1,-1,0,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-1,0,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,0,-1,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-1,-1,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-1,-1,andreysv,pushups,12
0,0,0,0,1533700000000.0,2,0,-1,andreysv,pushups,12
0,0,0,0,1533700000000.0,2,0,-1,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-1,-1,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-4,2,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-4,2,andreysv,pushups,12
0,0,0,0,1533700000000.0,0,-8,-1,andreysv,pushups,12
0,0,0,0,1533700000000.0,0,-8,-1,andreysv,pushups,12
0,0,0,0,1533700000000.0,6,-4,-2,andreysv,pushups,12
0,0,0,0,1533700000000.0,3,-5,2,andreysv,pushups,12
0,0,0,0,1533700000000.0,3,-5,2,andreysv,pushups,12
0,0,0,0,1533700000000.0,3,-1,3,andreysv,pushups,12
0,0,0,0,1533700000000.0,3,-1,3,andreysv,pushups,12
0,0,0,0,1533700000000.0,6,9,0,andreysv,pushups,12
0,0,0,0,1533700000000.0,3,4,-3,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,1,-2,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,1,-2,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-3,-2,andreysv,pushups,12
0,0,0,0,1533700000000.0,0,-4,-3,andreysv,pushups,12
0,0,0,0,1533700000000.0,0,-4,-3,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-6,-1,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-6,-1,andreysv,pushups,12
0,0,0,0,1533700000000.0,4,-11,-4,andreysv,pushups,12
0,0,0,0,1533700000000.0,12,-8,-5,andreysv,pushups,12
0,0,1,0,1533700000000.0,12,-8,-5,andreysv,pushups,12
0,1,2,0,1533700000000.0,8,0,-20,andreysv,pushups,12
2,0,-2,0,1533700000000.0,8,0,-20,andreysv,pushups,12
1,0,0,0,1533700000000.0,65,5,-3,andreysv,pushups,12
1,2,1,0,1533700000000.0,55,6,55,andreysv,pushups,12
0,0,0,0,1533700000000.0,55,6,55,andreysv,pushups,12
-1,-5,-2,0,1533700000000.0,-41,22,44,andreysv,pushups,12
-1,5,-1,0,1533700000000.0,-41,22,44,andreysv,pushups,12
-1,0,0,0,1533700000000.0,-87,32,11,andreysv,pushups,12
-1,0,-1,0,1533700000000.0,-5,51,16,andreysv,pushups,12
-1,0,-1,0,1533700000000.0,-2,42,5,andreysv,pushups,12
-1,0,-1,0,1533700000000.0,-2,42,5,andreysv,pushups,12
-1,0,-1,0,1533700000000.0,13,42,-8,andreysv,pushups,12
-1,0,-1,0,1533700000000.0,10,32,-16,andreysv,pushups,12
-1,0,-1,0,1533700000000.0,10,32,-16,andreysv,pushups,12
-1,0,-1,0,1533700000000.0,3,14,-5,andreysv,pushups,12
0,0,-1,0,1533700000000.0,3,14,-5,andreysv,pushups,12
0,0,-1,0,1533700000000.0,2,1,7,andreysv,pushups,12
0,0,0,0,1533700000000.0,6,1,6,andreysv,pushups,12
0,0,-1,0,1533700000000.0,6,1,6,andreysv,pushups,12
0,0,0,0,1533700000000.0,-1,-12,-11,andreysv,pushups,12
0,-1,0,0,1533700000000.0,-2,-15,-25,andreysv,pushups,12
0,0,0,0,1533700000000.0,0,-13,-11,andreysv,pushups,12
0,0,0,0,1533700000000.0,0,-13,-11,andreysv,pushups,12
0,0,0,0,1533700000000.0,8,3,-10,andreysv,pushups,12
0,0,0,0,1533700000000.0,8,3,-10,andreysv,pushups,12
0,0,0,0,1533700000000.0,0,-5,-6,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-1,-1,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-1,-1,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-1,-3,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,-1,-3,andreysv,pushups,12
0,0,0,0,1533700000000.0,2,1,-8,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,2,-4,andreysv,pushups,12
0,0,0,0,1533700000000.0,1,2,-4,andreysv,pushups,12
0,0,0,0,1533700000000.0,4,8,-2,andreysv,pushups,12
0,0,0,0,1533700000000.0,3,5,-4,andreysv,pushups,12
0,0,0,0,1533700000000.0,2,-1,-2,andreysv,pushups,12
0,0,0,0,1533700000000.0,2,-1,-2,andreysv,pushups,12
0,0,0,0,1533700000000.0,4,-3,-3,andreysv,pushups,12
0,0,0,0,1533700000000.0,4,-3,-3,andreysv,pushups,12
0,0,0,0,1533700000000.0,6,-1,-7,andreysv,pushups,12
0,0,0,0,1533700000000.0,3,-9,-9,andreysv,pushups,12
0,0,0,0,1533700000000.0,-1,-13,0,andreysv,pushups,12
0,0,0,0,1533700000000.0,-1,-13,0,andreysv,pushups,12
0,0,0,0,1533700000000.0,-1,-8,-3,andreysv,pushups,12
0,0,0,0,1533700000000.0,-2,-8,-7,andreysv,pushups,12
0,0,0,0,1533700000000.0,-2,-8,-7,andreysv,pushups,12
0,0,1,0,1533700000000.0,3,-3,-2,andreysv,pushups,12
0,0,0,0,1533700000000.0,3,-3,-2,andreysv,pushups,12
0,0,0,0,1533700000000.0,6,6,-6,andreysv,pushups,12
0,0,0,0,1533700000000.0,0,-2,0,andreysv,pushups,12
0,0,0,0,1533700000000.0,0,-2,0,andreysv,pushups,12
0,0,0,0,1533700000000.0,13,-8,-4,andreysv,pushups,12
0,1,0,0,1533700000000.0,51,2,7,andreysv,pushups,12
-1,0,0,0,1533700000000.0,70,-8,-22,andreysv,pushups,12
-4,12,-1,0,1533700000000.0,70,-8,-22,andreysv,pushups,12
2,0,5,0,1533700000000.0,180,22,61,andreysv,pushups,12
4,-3,-1,0,1533700000000.0,180,22,61,andreysv,pushups,12
3,-4,-1,0,1533700000000.0,-75,-7,94,andreysv,pushups,12
-9,19,-3,0,1533700000000.0,-132,-26,11,andreysv,pushups,12
0,-2,1,0,1533700000000.0,-132,-26,11,andreysv,pushups,12
1,-3,0,0,1533700000000.0,-41,20,-40,andreysv,pushups,12
1,-3,0,0,1533700000000.0,-41,20,-40,andreysv,pushups,12
0,-2,0,0,1533700000000.0,-15,21,-55,andreysv,pushups,12
0,-2,-1,0,1533700000000.0,-2,37,-69,andreysv,pushups,12
0,-3,-1,0,1533700000000.0,-2,37,-69,andreysv,pushups,12
0,-2,-1,0,1533700000000.0,2,20,-68,andreysv,pushups,12
1,-3,-1,0,1533700000000.0,2,20,-68,andreysv,pushups,12
1,-3,0,0,1533700000000.0,-4,-4,-50,andreysv,pushups,12
1,-3,0,0,1533700000000.0,5,3,-29,andreysv,pushups,12
0,-1,0,0,1533700000000.0,5,3,-29,andreysv,pushups,12
1,-2,-1,0,1533700000000.0,4,16,-9,andreysv,pushups,12
0,0,0,0,1533700000000.0,-3,5,10,andreysv,pushups,12
0,0,0,0,1533700000000.0,4,10,1,andreysv,pushups,12
0,0,0,0,1533700000000.0,4,10,1,andreysv,pushups,12
0,0,0,0,1533700000000.0,-3,-12,0,andreysv,pushups,12
0,0,0,0,1533700000000.0,-3,-12,0,andreysv,pushups,12
0,0,0,0,1533700000000.0,-7,-4,10,andreysv,pushups,12
0,0,0,0,1533700000000.0,-3,2,33,andreysv,pushups,12
0,0,0,0,1533700000000.0,-3,2,33,andreysv,pushups,12
0,1,0,0,1533700000000.0,-1,-9,56,andreysv,pushups,12
0,1,0,0,1533700000000.0,-1,-9,56,andreysv,pushups,12
0,1,1,0,1533700000000.0,-15,-36,83,andreysv,pushups,12
0,2,1,0,1533700000000.0,14,-27,90,andreysv,pushups,12
0,3,1,0,1533700000000.0,19,-12,9,andreysv,pushups,12
0,2,0,0,1533700000000.0,19,-12,9,andreysv,pushups,12
0,0,1,0,1533700000000.0,-7,-1,-30,andreysv,pushups,12
0,1,0,0,1533700000000.0,-10,18,-74,andreysv,pushups,12
0,-1,0,0,1533700000000.0,-10,18,-74,andreysv,pushups,12
0,-1,-1,0,1533700000000.0,8,39,-96,andreysv,pushups,12
0,-1,-1,0,1533700000000.0,8,39,-96,andreysv,pushups,12
0,-1,0,0,1533700000000.0,7,10,-69,andreysv,pushups,12
0,-2,0,0,1533700000000.0,6,8,-42,andreysv,pushups,12
0,-2,0,0,1533700000000.0,6,8,-42,andreysv,pushups,12
1,-2,0,0,1533700000000.0,1,6,-14,andreysv,pushups,12
0,-1,0,0,1533700000000.0,1,6,-14,andreysv,pushups,12
0,-1,0,0,1533700000000.0,1,4,0,andreysv,pushups,12
0,0,0,0,1533700000000.0,-4,-6,-2,andreysv,pushups,12
0,-1,0,0,1533700000000.0,-7,-13,0,andreysv,pushups,12
0,0,0,0,1533700000000.0,-7,-13,0,andreysv,pushups,12
0,0,0,0,1533700000000.0,-2,-3,20,andreysv,pushups,12
0,0,0,0,1533700000000.0,-3,-8,56,andreysv,pushups,12
0,0,0,0,1533700000000.0,-3,-8,56,andreysv,pushups,12
-1,1,0,0,1533700000000.0,-4,-21,93,andreysv,pushups,12
-1,2,0,0,1533700000000.0,-4,-21,93,andreysv,pushups,12
0,3,1,0,1533700000000.0,-12,-50,116,andreysv,pushups,12
-1,0,0,0,1533700000000.0,5,-28,21,andreysv,pushups,12
0,3,1,0,1533700000000.0,-8,-5,-9,andreysv,pushups,12
0,-1,1,0,1533700000000.0,-8,-5,-9,andreysv,pushups,12
0,0,0,0,1533700000000.0,-7,24,-53,andreysv,pushups,12
0,-1,0,0,1533700000000.0,8,45,-86,andreysv,pushups,12
0,-1,-1,0,1533700000000.0,8,45,-86,andreysv,pushups,12
0,-2,0,0,1533700000000.0,9,22,-64,andreysv,pushups,12
0,-2,-1,0,1533700000000.0,9,22,-64,andreysv,pushups,12
0,-1,-1,0,1533700000000.0,6,23,-39,andreysv,pushups,12
0,-1,0,0,1533700000000.0,2,23,-12,andreysv,pushups,12
0,-1,0,0,1533700000000.0,-1,3,8,andreysv,pushups,12
0,0,0,0,1533700000000.0,-1,3,8,andreysv,pushups,12
0,0,0,0,1533700000000.0,0,-8,-5,andreysv,pushups,12
6,3,-2,0,1533700000000.0,-2,-18,-3,andreysv,pushups,12
-1,-1,1,0,1533700000000.0,-2,-18,-3,andreysv,pushups,12
-1,-1,1,0,1533700000000.0,-5,-13,16,andreysv,pushups,12
-7,-4,2,0,1533700000000.0,-5,-13,16,andreysv,pushups,12
1,0,-1,0,1533700000000.0,1,-2,39,andreysv,pushups,12
0,1,0,0,1533700000000.0,-4,-19,76,andreysv,pushups,12
0,1,0,0,1533700000000.0,-4,-19,76,andreysv,pushups,12
0,2,1,0,1533700000000.0,-21,-54,111,andreysv,pushups,12
-3,1,1,0,1533700000000.0,-21,-54,111,andreysv,pushups,12
1,4,1,0,1533700000000.0,22,-25,51,andreysv,pushups,12
1,2,1,0,1533700000000.0,-20,-22,-7,andreysv,pushups,12
2,3,0,0,1533700000000.0,-20,-22,-7,andreysv,pushups,12
3,2,0,0,1533700000000.0,-1,12,-32,andreysv,pushups,12
-1,0,0,0,1533700000000.0,-1,12,-32,andreysv,pushups,12
0,-1,0,0,1533700000000.0,1,27,-70,andreysv,pushups,12
0,-2,-1,0,1533700000000.0,9,34,-89,andreysv,pushups,12
0,-2,0,0,1533700000000.0,7,29,-69,andreysv,situps,12
0,-1,-1,0,1533700000000.0,7,29,-69,andreysv,situps,12
0,-2,-1,0,1533700000000.0,6,21,-40,andreysv,situps,12
0,-2,-1,0,1533700000000.0,1,13,-12,andreysv,situps,12
0,-1,0,0,1533700000000.0,1,13,-12,andreysv,situps,12
0,-1,0,0,1533700000000.0,1,8,1,andreysv,situps,12
0,-1,-1,0,1533700000000.0,1,8,1,andreysv,situps,12
0,-1,-1,0,1533700000000.0,-2,2,-3,andreysv,situps,12
